id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27231328,"1 Minute of San Marco Square: Terrace, WiFi, A / C",17762135,Edoardo,Isole,San Marco,45.43509,12.33692,Entire home/apt,55,2,109,2020-01-27,2.69,8,314,29,M 0270 427323
27243573,Attico Terrazza,3972291,Caroline E Marco,Isole,Castello,45.4357,12.34857,Entire home/apt,259,3,31,2021-11-01,0.81,40,351,13,
27257605,CaGiorgio House alla Biennale,58963426,Gilberto,Isole,Castello,45.43212,12.35463,Entire home/apt,63,2,40,2019-09-24,1.02,1,130,0,
27271176,San Maurizio – M0270424095,205196965,Yourflat,Isole,San Marco,45.43189,12.3311,Entire home/apt,250,2,16,2019-09-17,0.74,1,365,0,M0270424095
27302438,“CASA MA.LU VENEZIA”,204759574,Luca,Terraferma,Bissuola,45.4977,12.26746,Entire home/apt,75,1,144,2021-06-16,3.65,2,155,17,M0270240027
27304289,Elegant Apartment,205703685,Bricola,Isole,Castello,45.430992,12.353087,Entire home/apt,61,1,8,2019-05-25,0.25,13,350,3,
27308743,Small Double Room in Venetian style,98479290,Daniele,Isole,Dorsoduro,45.42959,12.33155,Private room,175,2,0,,,5,298,0,
27324465,Elegant Apartment x2,205703685,Bricola,Isole,Castello,45.431271,12.353458,Entire home/apt,59,1,10,2021-08-09,0.25,13,361,7,
27336937,PRESSO APPARTAMENTO A MENO DI 10 MIN DA VENEZIA,205999436,Bottle,Terraferma,Villaggio San Marco,45.48357,12.25805,Private room,21,1,0,,,1,0,0,
27349334,Residenza al Bastion,206101213,Antonella,Isole,Castello,45.43458,12.34828,Entire home/apt,170,2,69,2019-09-27,2.02,1,178,7,
27358739,Spirito Santo Canal View - SANITIZED,206170213,Luca,Isole,Dorsoduro,45.42956,12.33348,Entire home/apt,119,2,70,2021-10-07,1.91,1,218,8,
27377264,"Suites Station Train Station ""Le Maschere""",30252976,Obiettivo,Terraferma,Piave 1860,45.48391,12.23213,Entire home/apt,80,2,5,2020-01-02,0.14,4,359,0,
27389018,La Baruffa with Private Garden,669047,Views On Venice,Isole,Dorsoduro,45.4306,12.33147,Entire home/apt,527,3,1,2018-10-02,0.03,82,270,0,M0270426747
27393570,Emilio 2395 - Nice apartment with a view,206444395,Emilio,Isole,San Polo,45.43819,12.32684,Entire home/apt,141,60,5,2019-05-11,0.18,1,0,0,M0270426304
27415405,Central Venice Private Room and Bathroom,206603591,Giovanna,Isole,Dorsoduro,45.43186,12.32635,Private room,54,2,254,2021-11-09,6.47,1,99,66,
27422071,Alloggio Studio,206408611,Enrico,Isole,Santa Croce,45.4411,12.32518,Entire home/apt,85,60,0,,,1,365,0,
27423574,4Family Central Apartment with a balcony,172838960,Venice,Isole,Castello,45.4358,12.34152,Entire home/apt,900,2,24,2019-10-08,0.59,8,226,0,
27425471,salted lagoon,204567739,Roberta,Isole,Lido,45.41307,12.37161,Private room,75,1,34,2019-10-28,0.86,1,363,0,
27426154,Apartment in the centre of Lido of Venice,206677247,Giorgio,Isole,Lido,45.40843,12.36883,Entire home/apt,100,3,22,2019-09-29,0.58,1,0,0,
27451744,Stanza stile antico (villa zona mostra del cinema),24400935,Alessio,Isole,Lido,45.41111,12.3691,Private room,120,2,37,2019-06-09,0.93,4,365,6,
27454257,Stanza in stile veneziano(Villa mostra del cinema),24400935,Alessio,Isole,Lido,45.40913,12.36924,Private room,120,2,38,2021-10-11,1.24,4,365,8,
27454540,Elegant Apartment x 4,205703685,Bricola,Isole,Castello,45.431271,12.353458,Entire home/apt,48,1,7,2021-11-27,0.22,13,357,6,
27455379,22 Marzo - Available on request for long stays,206380158,Weekey Rentals,Isole,San Marco,45.43295,12.33493,Entire home/apt,132,1,7,2019-06-20,0.21,7,0,0,
27455391,Elegant Apartment x 8 (suitable for large groups),205703685,Bricola,Isole,Castello,45.431271,12.353458,Entire home/apt,228,1,11,2019-06-10,0.30,13,219,2,
27481266,Barnaba Suite,207106555,Mariagrazia,Isole,Dorsoduro,45.43284,12.32144,Entire home/apt,95,2,92,2021-09-05,2.38,1,174,20,
27506451,NEW Cosy flat near BIENNALE &St.Mark’s Sq A/C WiFi,207374827,Alberto,Isole,Castello,45.43737,12.34705,Entire home/apt,110,4,82,2021-09-12,2.03,1,2,11,
27513243,"""Otello"" Loft by Fenix",203929414,Fenix Apartments,Isole,Castello,45.43177,12.35365,Entire home/apt,78,1,31,2020-09-05,2.04,10,318,24,M0270426772
27513530,"""Do Dogi"" Apartment by Fenix",203929414,Fenix Apartments,Isole,Castello,45.43168,12.35374,Entire home/apt,57,1,1,2019-04-02,0.03,10,292,0,M0270426772
27515029,Ca'Diva,141121267,Paola,Isole,Cannaregio,45.44572,12.33135,Entire home/apt,77,1,52,2021-10-29,1.33,2,322,11,
27515222,Ampio appartamento a Venezia Lido!,2504885,Simone,Isole,Lido,45.41372,12.36975,Entire home/apt,51,2,10,2019-05-19,0.32,1,0,2,
27517270,Suite alla Maddalena - Monolocale,20685673,Gabriel,Isole,Cannaregio,45.44315,12.33134,Entire home/apt,95,1,246,2021-09-07,6.25,4,72,63,
27533534,Cà Grimana (modern studio apartment for 2),205703685,Bricola,Isole,Castello,45.432434,12.351571,Entire home/apt,54,1,39,2021-08-15,1.04,13,328,3,
27534086,Cà Pedrocchi (beutiful apartment with a view),205703685,Bricola,Isole,Castello,45.431774,12.352096,Entire home/apt,113,1,8,2021-09-08,0.21,13,219,4,
27534273,Cà Pedrocchi,205703685,Bricola,Isole,Castello,45.431774,12.352096,Entire home/apt,113,1,1,2019-02-27,0.03,13,219,0,
27539099,Appartamento Diedo,207743122,Nicola,Isole,Lido,45.40001,12.36068,Entire home/apt,200,7,0,,,1,0,0,
27546454,Apartment 10 minutes from Venice,204812276,Luca,Terraferma,Piave 1860,45.48467,12.24246,Entire home/apt,65,2,52,2021-08-16,1.29,1,55,12,IP0270424390
27547969,Apartment Ramo del Turchese,207835147,Elda,Isole,Cannaregio,45.44604,12.32223,Entire home/apt,120,1,68,2019-10-20,1.81,1,157,3,
27548595,sleep in venezia.222,131261322,Luca,Isole,Castello,45.43239,12.35674,Private room,36,1,128,2021-05-29,3.18,6,54,21,
27567788,TINTORETTO 5 LITTLE GARDEN and CANAL VIEW,103640525,Team,Isole,Cannaregio,45.4451,12.32918,Entire home/apt,99,2,99,2019-10-15,2.48,1,347,19,
27576962,Cá Riva del Vin - codice ident. M0270429356,208021374,Giulia,Isole,San Polo,45.43792,12.33487,Entire home/apt,127,1,24,2021-11-05,0.61,3,277,5,M0270429356
27599571,VL apartment 0.2,132992706,Antonio,Isole,Lido,45.41196,12.37236,Entire home/apt,200,2,0,,,8,0,0,
27600068,VL apartment 1.2,132992706,Antonio,Isole,Lido,45.41171,12.37272,Entire home/apt,200,2,0,,,8,0,0,
27605918,Contarini - San Francesco,132992706,Antonio,Isole,Castello,45.4384,12.34746,Hotel room,600,1,0,,,8,0,0,
27615894,Contarini - Sant'Erasmo,132992706,Antonio,Isole,Castello,45.43649,12.3473,Hotel room,600,2,0,,,8,0,0,
27617245,Appartamento al piano nobile di un edificio del 600 con affaccio su un canale,10329111,Giorgio,Isole,Castello,45.43725,12.34501,Entire home/apt,299,2,65,2021-09-26,1.69,1,294,9,
27617451,Contarini - Murano,132992706,Antonio,Isole,Castello,45.43624,12.34782,Hotel room,600,2,0,,,8,0,0,
27618661,Contarini - Pellestrina,132992706,Antonio,Isole,Castello,45.43689,12.34598,Hotel room,600,2,1,2018-08-17,0.02,8,0,0,
27634092,Luxury apartment big lounge fireplace two terraces,208533198,Ernesto,Isole,Cannaregio,45.44253,12.33159,Entire home/apt,142,1,29,2021-09-18,0.73,2,174,2,
27636393,G3 ST.MARK SQ. 5 MINS WALK-VENICE CHARM COURTYARD,10989537,Monica,Isole,San Marco,45.43235,12.33279,Entire home/apt,89,3,210,2021-09-27,5.27,7,218,39,
27644378,Sumptuous Suite with Canal Views!,89512390,G&T,Isole,Dorsoduro,45.4291,12.32835,Entire home/apt,136,2,157,2021-11-14,4.26,6,363,14,
27648174,LAGUNA BOUTIQUE APARTMENT,14357135,Rent It Venice,Isole,Castello,45.43044,12.35697,Entire home/apt,80,1,17,2019-07-01,0.42,39,271,0,REP_PROV_VE/VE-SUPRO/0155341
27649502,New small apartment in Venice Marghera,208265846,Daniela,Terraferma,Marghera Catene,45.4767,12.21389,Entire home/apt,35,2,99,2019-08-11,2.51,1,0,0,Venezia 9417
27650550,"""Do Dogi"" Loft by Fenix",203929414,Fenix Apartments,Isole,Castello,45.43222,12.35429,Entire home/apt,78,1,18,2021-10-28,1.23,10,341,12,M02704210902
27650684,Suite @ Locanda Antico Fiore Venice,3060084,Giacomo,Isole,San Marco,45.43395,12.33091,Private room,129,1,1,2020-02-24,0.05,7,214,0,
27651070,"CANCELLO · ""Colombina"" Studio by Fenix",203929414,Fenix Apartments,Isole,Castello,45.43318,12.35277,Entire home/apt,43,1,40,2021-08-28,1.83,10,341,35,M0270427257
27651931,Venezia Lucky House Room D,122440913,Luna,Terraferma,Piave 1860,45.4811,12.23578,Private room,48,1,4,2018-09-23,0.10,3,316,1,
27653430,GREEN PARK APARTMENT,14357135,Rent It Venice,Terraferma,Bissuola,45.5011,12.26262,Entire home/apt,50,1,22,2019-08-10,0.58,39,310,0,REP_PROV_VE/VE-SUPRO/0155341
27653431,EINAUDI APARTMENT,14357135,Rent It Venice,Terraferma,San Lorenzo XXV Aprile,45.49694,12.24064,Entire home/apt,60,1,11,2019-10-29,0.36,39,327,0,REP_PROV_VE/VE-SUPRO/0195493
27671748,MY HOME VENICE WIFI- dryer - terrace - 2 bathroom,208851053,Sergio,Terraferma,Zona Commerciale via Torino,45.4852,12.25175,Entire home/apt,97,1,7,2018-09-23,0.18,1,0,0,
27687653,G4 ST.MARK SQ. 5 MINS WALK- VENICE CHARM COURTYARD,10989537,Monica,Isole,San Marco,45.43235,12.33279,Entire home/apt,85,3,194,2021-10-22,4.91,7,224,32,
27712250,"Cà Turchette, appartamento nel cuore di Venezia",195796240,Abitarenext,Isole,Dorsoduro,45.43273,12.32458,Entire home/apt,132,2,12,2019-11-10,0.38,12,211,1,M02704211132
27715289,Apartment San Polo 2167,209237742,Patrizia,Isole,San Polo,45.43807,12.32978,Entire home/apt,319,3,90,2019-11-30,2.28,1,1,0,
27719269,Ca' Pane e Tulipani,209269074,Il Villaggio Globale,Terraferma,Piave 1860,45.48765,12.23574,Entire home/apt,100,2,45,2020-02-23,1.13,1,0,0,
27746803,Venice Smile Apartment 2 by H-Fast,38449713,Paolo,Terraferma,Piave 1860,45.48483,12.23207,Entire home/apt,117,2,23,2019-10-04,0.59,1,0,1,
27798269,VeniceVillas  Ca' Gamba,294951,Enzo,Isole,Cannaregio,45.4442,12.32301,Entire home/apt,188,2,9,2019-05-12,0.23,20,298,0,M02704211161
27827937,Very Charming Quiet 1BedroomTrain Station Guglie,210137804,Ilaria,Isole,Cannaregio,45.44431,12.32855,Entire home/apt,75,4,52,2021-09-14,1.55,1,105,10,IP0270421285
27840473,Stanza con bagno su villa zona mostra del cinema,24400935,Alessio,Isole,Lido,45.40918,12.36757,Private room,120,2,26,2019-11-05,0.85,4,365,3,
27846087,"""La Bohéme"" Suite by Fenix",203929414,Fenix Apartments,Isole,Castello,45.4318,12.3556,Entire home/apt,56,1,4,2021-09-11,0.13,10,353,3,M0270427259
27862042,"""La Bohéme"" Studio by Fenix",203929414,Fenix Apartments,Isole,Castello,45.432,12.35572,Private room,39,1,5,2021-06-27,0.22,10,350,3,
27862052,Ca'Ginevra&Carolina,210446933,Ginevra,Isole,Castello,45.43089,12.35769,Entire home/apt,66,1,65,2019-03-15,1.69,1,322,19,
27862450,"""La Bohéme"" Apartment by Fenix",203929414,Fenix Apartments,Isole,Castello,45.43067,12.35788,Entire home/apt,49,1,11,2021-10-02,0.29,10,322,6,
27869564,"NEW! CASTELLO 5173 - central, bright, elegant!",210518842,Trevigroup,Isole,Castello,45.43794,12.34253,Entire home/apt,96,3,83,2021-10-24,2.65,1,137,22,
27873617,Venice's Heart,210549106,Dakey,Isole,Castello,45.4309,12.35757,Entire home/apt,62,2,99,2019-10-08,2.50,1,169,19,
27876076,"New, Elegant, with a splash of Glam! Free parking",2989083,Andrea,Terraferma,Piave 1860,45.48529,12.24316,Entire home/apt,68,1,177,2021-11-14,4.47,8,46,49,M02704211186
27884814,Ca' Della Frutta Venetian Apartment,669047,Views On Venice,Isole,Dorsoduro,45.43426,12.32376,Entire home/apt,252,3,0,,,82,330,0,M0270423108
27891542,Bragora 3524 St.Mark & Biennale - SANITIZED,210694224,Andrea,Isole,Castello,45.43664,12.34671,Entire home/apt,94,2,55,2019-11-08,1.43,1,256,4,
27893990,"Liola,cozy flat near Venice",102241176,Marli,Terraferma,Piave 1860,45.49039,12.22747,Entire home/apt,30,1,86,2020-08-26,2.20,1,232,34,
27905378,Casa di Charme Venezia,210798771,Biancarosa,Isole,Santa Croce,45.44097,12.32621,Entire home/apt,150,3,24,2019-10-05,0.63,1,182,2,
27925305,STUNNING APARTMENT IN THE HEART OF VENICE,126941407,Nicola,Isole,Castello,45.43618,12.34723,Entire home/apt,42,2,48,2019-07-27,1.26,7,253,9,
27932431,V0.DP1.Merchant,2718137,Thomas,Isole,San Marco,45.43599,12.3369,Private room,59,1,215,2021-11-24,5.51,5,131,61,
27939676,Luxury apartment big lounge fireplace 2 terraces B,208533198,Ernesto,Isole,Cannaregio,45.44253,12.33159,Entire home/apt,126,1,49,2021-10-11,1.24,2,174,19,
27943543,Casa Felice: romantic escape,6654661,Rita,Isole,Cannaregio,45.43933,12.33972,Entire home/apt,103,3,52,2021-08-02,1.36,2,75,17,
27974840,Cozy brutalist loft apartment in Lido of Venice,2807913,Sebastian,Isole,Alberoni,45.34468,12.31307,Entire home/apt,140,3,12,2021-09-09,0.43,1,321,5,
27974864,Ca' Dell' Abate Terrace,669047,Views On Venice,Isole,Dorsoduro,45.43017,12.33121,Entire home/apt,252,3,2,2018-09-16,0.05,82,341,0,M0270421719
27976579,Dorsoduro Cozy Apartment with GARDEN!,211299395,Silvia,Isole,Dorsoduro,45.43269,12.31142,Entire home/apt,79,2,38,2021-11-01,0.98,1,348,17,
27981504,Like a miracle,211323886,Momi,Isole,Cannaregio,45.43976,12.33787,Entire home/apt,94,2,66,2021-11-04,1.69,1,350,26,
27982865,IL GIARDINETTO,71123036,Enrico,Terraferma,Carpenedo,45.50011,12.24966,Entire home/apt,45,2,117,2020-07-12,2.98,2,328,1,
27994615,Piano nobile,47257,Greta,Isole,Cannaregio,45.44025,12.33994,Entire home/apt,400,2,0,,,1,0,0,
27997932,"Ca' della Fontanella: centrale, cortile, WI-FI, AC",211460375,Giorgio,Isole,Cannaregio,45.44167,12.33436,Entire home/apt,110,3,16,2019-09-30,0.47,1,336,1,
28000910,"Retreat to a Cozy, Modern and Glam Apartment",2989083,Andrea,Terraferma,Piave 1860,45.48523,12.24334,Entire home/apt,53,1,142,2021-09-20,3.75,8,39,35,M02704211188
28002843,Assassini Apartment,178963743,Mike,Isole,San Marco,45.43478,12.33346,Entire home/apt,113,3,84,2021-10-22,2.23,4,17,30,
28006077,Canal view Giudecca,211518037,Saverio,Isole,Giudecca,45.42422,12.32822,Entire home/apt,90,3,16,2021-09-08,0.41,1,166,3,
28006834,"Casa del Maltese a Venezia Lido, borgo Malamocco",130571162,Emiliano,Isole,Malamocco,45.37076,12.33781,Entire home/apt,55,6,22,2020-09-13,0.56,1,0,3,M0270427612
28022331,Ca’ Zulian Palace - Grand Canal,153493391,Pietro And Caterina,Isole,Cannaregio,45.44183,12.33215,Entire home/apt,165,1,190,2021-10-22,4.90,2,285,46,M02704211274
28038936,"SAN MARCO CANAL VIEW#2 aircond, 4 pax, 120sqm Wifi",153954052,Annalisa,Isole,Castello,45.43805,12.34434,Entire home/apt,206,1,8,2019-10-05,0.21,10,332,2,Regione Veneto ID: M0270423453
28040826,Refined brand new apart in the hearth of Venice,40852487,Andrew,Isole,San Marco,45.43462,12.33743,Entire home/apt,110,3,103,2021-08-27,2.67,4,275,28,
28049180,Suite alla Maddalena - Elegante e graziosa camera,20685673,Gabriel,Isole,Cannaregio,45.44237,12.33065,Private room,85,1,190,2021-11-06,4.81,4,73,56,
28059611,Stylish flat with a roof terrace in Dorsoduro,12497228,Canal Grande,Isole,San Marco,45.43164,12.33288,Entire home/apt,155,2,72,2019-10-12,1.84,6,256,23,
28068007,House of colors,189555381,Gertrud,Isole,Lido,45.41443,12.3694,Entire home/apt,200,3,15,2021-08-26,0.48,2,180,7,
28071011,Casa Indi,212048602,Mirella Cristina,Isole,Murano,45.45558,12.3556,Entire home/apt,80,2,68,2021-10-25,1.76,1,327,17,IP0270424497
28072982,Canale - Stunning apartment with views for 8,206380158,Weekey Rentals,Isole,Cannaregio,45.43924,12.33861,Entire home/apt,187,1,14,2021-10-30,0.37,7,255,7,
28073916,Casa Buccari,214041010,Rebecca,Isole,Sant'Elena,45.42752,12.36347,Entire home/apt,75,2,40,2019-09-22,1.01,1,108,12,
28074333,Characteristic apartment in Venetian décor for 4,206380158,Weekey Rentals,Isole,Cannaregio,45.44087,12.34129,Entire home/apt,121,1,5,2021-11-12,1.40,7,364,3,
28074339,Giudecca - Available on request for long stays,206380158,Weekey Rentals,Isole,Giudecca,45.42616,12.32749,Entire home/apt,165,1,11,2019-07-25,0.31,7,320,4,
28074353,Giudecca 2 - Available on request for long stays,206380158,Weekey Rentals,Isole,Giudecca,45.4241,12.32842,Entire home/apt,99,1,2,2019-07-14,0.05,7,364,0,
28075548,Alloggio a S.Erasmo Venezia,196421982,Massimiliano,Isole,Sant'Erasmo,45.45697,12.41726,Entire home/apt,40,2,9,2021-07-30,0.23,2,89,4,
28077021,"Ca Rosalba, zona Biennale vicino S Marco",88661742,Giulia,Isole,Castello,45.438,12.34685,Entire home/apt,84,2,25,2019-06-10,0.64,1,339,0,M0270427049
28078000,Ampio appartamento in Campo Sant'Angelo,19319769,Riccardo,Isole,San Marco,45.43443,12.33158,Entire home/apt,166,2,178,2021-11-29,4.66,1,310,49,
28093451,Appartamento Ciclamino,29435460,Alvise,Terraferma,Villaggio San Marco,45.48145,12.2582,Entire home/apt,65,1,66,2021-10-18,2.27,1,239,21,
28095591,Frari Apartment with terrace,203141373,Lorenzo,Isole,San Polo,45.43682,12.32806,Entire home/apt,67,3,94,2021-10-11,2.39,2,83,30,
28117126,7 Seas Venice-Free Parking; WiFi&A/C,148635164,Rosy,Terraferma,Marghera,45.47583,12.21617,Entire home/apt,47,2,190,2021-09-21,4.85,1,77,37,
28121953,Rio de la Fornace apartment,16117448,Antonina,Isole,Dorsoduro,45.43041,12.33093,Entire home/apt,180,3,11,2021-10-19,0.28,4,333,4,
28124894,NEW SOLE APARTMENT - CA' D'ORO RIALTO 4/6 GUESTS,97583266,Alessia,Isole,Cannaregio,45.44075,12.33806,Entire home/apt,138,2,15,2019-10-06,0.40,4,323,0,
28125365,Appartamento Giardini alla Biennale,212443330,Roberto,Isole,Castello,45.43191,12.3568,Entire home/apt,80,2,22,2019-10-23,0.56,1,0,2,
28126556,Real Venice Experience - Appartamento Sant'Alvise,46637416,Lucilla,Isole,Cannaregio,45.44862,12.32781,Entire home/apt,94,3,6,2021-10-17,0.22,1,247,1,
28144974,La Barena - Appartamento vacanze,187610887,Daniele,Isole,Cannaregio,45.43918,12.33936,Entire home/apt,83,1,120,2019-10-12,3.14,1,24,0,
28168626,Domus Alba Apartment,212763422,Jessica,Isole,Cannaregio,45.44063,12.33889,Entire home/apt,90,2,113,2019-10-27,2.88,2,177,20,
28172051,SANTA GIUSTINA stunning flat close to the Biennale,1438903,Barbara,Isole,Castello,45.43706,12.34533,Entire home/apt,219,7,6,2019-06-05,0.22,17,57,0,M0270427054
28174372,Emy's home,188534740,Alina,Terraferma,Piave 1860,45.48221,12.23767,Entire home/apt,55,1,68,2019-10-07,1.75,1,34,0,
28194187,Angolo di pace a pochi passi dal centro e dal mare,15053205,Beatrice,Isole,Lido,45.417,12.37176,Entire home/apt,80,2,42,2019-10-15,1.07,1,0,0,
28208702,Arsenale San Marco apartment,147027860,G.,Isole,Castello,45.43468,12.34911,Entire home/apt,109,2,42,2021-10-15,1.10,2,39,21,
28223310,"""Stella"" oasis in a centuries-old park in Venice",213177908,Ursula,Terraferma,Villaggio Sartori,45.50794,12.24114,Entire home/apt,62,3,69,2020-10-11,1.82,2,0,21,
28256258,Appartamento con altana (roof terrace),9017175,Andrea,Isole,Cannaregio,45.44387,12.33708,Entire home/apt,87,3,82,2021-10-08,2.11,15,304,22,
28274023,"Sestiere Dorsoduro, 2 steps from Ponte dei Pugni",213535416,Eleonora,Isole,Dorsoduro,45.43376,12.32477,Entire home/apt,70,2,125,2019-11-01,3.20,4,282,14,
28300442,"Ca'Nova, overlooking canal apartment",213715147,Rent In Venice,Isole,Cannaregio,45.44337,12.3339,Entire home/apt,150,3,29,2021-09-09,0.97,1,305,8,
28301261,Ever Green Treepol room A,184580691,Khandaker,Terraferma,Bissuola,45.49341,12.25279,Private room,45,1,9,2021-08-29,0.28,5,362,5,
28301850,Ever Green Tripol Room B,184580691,Khandaker,Terraferma,Bissuola,45.4957,12.25191,Private room,45,1,9,2021-09-11,0.34,5,365,4,
28324122,Lovely home with patio and terrace!,6019189,Federico,Isole,Castello,45.43073,12.35602,Entire home/apt,124,3,22,2019-07-30,0.68,17,236,8,M0270427113
28324181,Appartamento comodo ed accogliente per Venezia,212465314,Carolina,Terraferma,Piave 1860,45.48775,12.22806,Entire home/apt,55,2,23,2019-07-04,0.60,1,218,0,
28339591,A  Sunny first floor Venetian house with balcony,15497690,Massimo,Isole,Cannaregio,45.44014,12.34051,Entire home/apt,50,3,99,2021-10-06,2.54,3,291,21,M0270427040
28351818,City Center apartment  Ca' alle Gondolette,214062359,Sarlux,Isole,San Marco,45.43451,12.3363,Entire home/apt,131,2,7,2019-03-23,1.06,5,87,2,
28352752,Cosy room on the continental part of Venice,15718434,Natalia,Terraferma,Piave 1860,45.4885,12.23221,Private room,39,2,4,2019-08-18,0.10,5,365,0,
28352967,Ca' del Mercato,214062359,Sarlux,Isole,San Polo,45.43956,12.3339,Entire home/apt,180,2,27,2019-07-17,0.73,5,69,4,
28359067,Ca Favorita luxury apartment,6759756,Rudi,Isole,Lido,45.41842,12.37735,Entire home/apt,100,3,11,2021-10-16,0.69,8,227,5,
28374955,Ca' de Pilar - Curatissima casa storica nella splendida Isola di Burano,107975199,Lorenzo,Isole,Burano,45.48492,12.41958,Entire home/apt,150,3,57,2020-06-13,1.45,1,101,0,Locazione turistica: IP0270423241
28379427,Santa Margherita Suite,73934712,Tour Apartments,Isole,Dorsoduro,45.4332,12.32413,Entire home/apt,119,2,31,2019-07-29,0.88,16,339,3,M02704211321
28379918,CASA VACANZA LYUDMYLA,214246148,Lyudmyla,Terraferma,Piave 1860,45.48534,12.23521,Entire home/apt,50,1,58,2021-07-27,1.85,1,224,17,
28380919,Loft Arsenale,119918135,Emanuele,Isole,Castello,45.43694,12.3474,Entire home/apt,113,1,114,2019-10-16,2.96,1,362,0,
28417084,"Venice (Venezia) , 7min from Piazza S. Marco.",214545837,Elisabetta,Isole,San Marco,45.43397,12.33541,Entire home/apt,88,3,29,2021-11-17,0.81,1,115,22,
28438681,Ca' Corte San Rocco «» Charming garden,214688315,Claudia,Isole,San Polo,45.43719,12.32482,Entire home/apt,123,2,140,2021-11-28,3.59,1,197,38,
28457479,The Chubby Mushroom,185628859,Patrizia,Terraferma,Santa Barbara,45.48551,12.21414,Entire home/apt,45,1,58,2019-10-06,1.49,1,0,0,
28459195,Home in Torcello,190134223,TORCELLO Island,Isole,Torcello,45.49866,12.41782,Entire home/apt,80,2,1,2018-10-15,0.03,1,361,0,
28459857,Casa Stella - 20 minutes from Venice,177648040,Marco,Terraferma,Carpenedo,45.50607,12.25484,Entire home/apt,90,2,8,2019-08-30,0.25,5,0,0,
28460453,Accademia Apartment,68714933,Gianni,Isole,San Marco,45.43372,12.32875,Entire home/apt,80,1,16,2021-08-22,0.73,1,269,12,
28502404,Una tipica casa sul canale,9594397,Davide,Isole,Cannaregio,45.44094,12.33489,Private room,115,1,1,2020-02-09,0.05,2,0,0,
28504396,Giudecca outstanding view,67406087,Renato,Isole,Giudecca,45.42841,12.31973,Entire home/apt,90,3,46,2021-07-27,1.20,2,313,8,
28511036,DOMUS BIENNALE modern apartment in Venice centre,567508,Nicola,Isole,Castello,45.43279,12.3575,Entire home/apt,85,2,74,2019-08-15,1.91,4,36,12,
28515467,Tiepolo apartment,105704488,Sara,Isole,Castello,45.43061,12.35731,Entire home/apt,140,1,2,2019-10-06,0.07,4,19,0,
28515468,Ca' Melissa,105704488,Sara,Isole,Castello,45.43217,12.35301,Entire home/apt,120,1,5,2019-06-12,0.16,4,34,0,
28518319,"Cricca vintage studio SANITIZED by ozone, Rialto",19032923,Cristiana,Isole,San Polo,45.43637,12.33054,Entire home/apt,70,2,197,2021-10-26,5.14,1,38,46,locazione turistica M0270427005
28529374,Venice Smile Apartment 1,192859136,Paolo,Terraferma,Piave 1860,45.48488,12.23209,Entire home/apt,132,2,35,2019-09-22,0.94,2,0,3,
28555353,Fermata San Marco Venezia (M0270427225),104923977,Marzia,Terraferma,San Lorenzo XXV Aprile,45.48878,12.25547,Entire home/apt,60,2,33,2019-10-20,0.84,1,67,0,
28560731,Residenza Petra,215549444,Marcello,Terraferma,Marghera,45.48035,12.22322,Entire home/apt,60,1,9,2019-09-18,0.31,1,0,0,
28561525,Deluxe Apartment with Canal View,21094861,Alberto,Isole,Cannaregio,45.44299,12.33287,Entire home/apt,56,1,125,2021-12-04,3.49,3,331,20,
28562479,Stunning Studio in heart of Cannaregio,21094861,Alberto,Isole,Cannaregio,45.44296,12.33293,Entire home/apt,40,1,95,2021-09-19,2.67,3,345,20,
28594104,Cà Mocenigo Suite,215806409,Emanuele,Isole,Santa Croce,45.44114,12.33092,Entire home/apt,125,2,1,2019-04-22,0.03,3,218,0,
28609579,Intero appartamento  con ampia terrazza,169979425,Sokol E Caterina,Isole,Castello,45.43961,12.34351,Entire home/apt,72,2,141,2021-10-08,3.71,1,237,16,
28629026,CA SAN POLO CLOSE TO RIALTO  FISH MARKET,141121267,Paola,Isole,San Polo,45.43899,12.32886,Entire home/apt,86,1,40,2021-11-02,1.05,2,329,9,
28636522,S.MARK Family Apt sleeps11 bath3,116487780,Federica,Isole,Castello,45.43406,12.346,Entire home/apt,160,5,5,2020-08-28,0.17,3,354,1,M0270423451
28656172,St.-Mark's Central by the Bauer - serviced 1BR apt,510349,Roberta,Isole,San Marco,45.43186,12.3351,Entire home/apt,120,2,2,2019-11-03,0.53,3,259,1,
28659177,Family Room with shared bathroom,204043952,Alam,Terraferma,Piave 1860,45.48416,12.23152,Private room,30,1,3,2020-08-11,0.18,3,0,0,
28675545,"TINTORETTO VISTA, NUOVO, VERO CENTRO STORICO",190388209,Pietro,Isole,Cannaregio,45.44415,12.33246,Entire home/apt,99,3,26,2019-07-12,0.68,10,305,9,
28678045,A casa di Stella - house in venezia,15751019,Ronny,Terraferma,Piave 1860,45.48393,12.23305,Entire home/apt,90,2,60,2019-09-22,1.85,2,341,3,
28687325,"Close to Train Station, 2 bedrooms, self check-in",289615,Valentina,Isole,Cannaregio,45.44361,12.32165,Entire home/apt,100,2,20,2020-10-11,0.56,44,342,4,
28704569,"Laguna luxury 1 - superior canalview, Biennale",289615,Valentina,Isole,Castello,45.43209,12.35642,Entire home/apt,101,2,28,2019-06-05,0.73,44,319,13,
